Program ID,YÖK Atlas Baðlantýsý,Üniversite,Fakülte,Program Adý,Program Kabul Koþullarý Baðlantýsý,Öðretim Dili/Süresi/BursDurumu,Þehir,"Ünivers,teTürü",Ücret/Burs,Eðitim Öðretim Türü,2023 Yýlý Doluluk Durumu,2023 Yýlý Yerleþen Sayýsý,2022 Yýlý Yerleþen Sayýsý,2021 Yýlý Yerleþen Sayýsý,2020 Yýlý Yerleþen Sayýsý,2023 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2022 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2021 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2020 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2023 Yýlý TBS 0.12 Katsayý Taban Puaný,2022 Yýlý TBS 0.12 Katsayý Taban Puaný,2021 Yýlý TBS 0.12 Katsayý Taban Puaný,2020 Yýlý TBS 0.12 Katsayý Taban Puaný,2023 Yýlý Toplam Kontenjaný,2022 Yýlý Toplam Kontenjaný,2021 Yýlý Toplam Kontenjaný,2020 Yýlý Toplam Kontenjaný,Dil Puanlarý.Üniversite Türü,Dil Puanlarý.Üniversite,Dil Puanlarý.Fakülte / Yüksekokul,Dil Puanlarý.Puan Türü,Dil Puanlarý.Burs Türü,Dil Puanlarý.Genel Kontenjan,Dil Puanlarý.Okul Birincisi Kontenjaný,Dil Puanlarý.Toplam Kontenjan **,Dil Puanlarý.Genel Kontenjana Yerleþen,Dil Puanlarý.Okul Birincisi Kontenjanýna Yerleþen,Dil Puanlarý.Toplam Yerleþen,Dil Puanlarý.Boþ Kalan Kontenjan,Dil Puanlarý.Ýlk Yerleþme Oraný,Dil Puanlarý.Yerleþip Kayýt Yaptýrmayan,Dil Puanlarý.Ek Yerleþen,"Dil Puanlarý.0,12 Katsayý ile Yerleþen Son Kiþinin Puaný *","Dil Puanlarý.0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Puaný *","Dil Puanlarý.0,12 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *","Dil Puanlarý.0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *","Dil Puanlarý.2023 Tavan Puan(0,12) *","Dil Puanlarý.2023 Tavan Baþarý Sýrasý(0,12) *",Dil Puanlarý.2022'de Yerleþip 2023'de OBP'si Kýrýlarak Yerleþen Sayýsý *,Dil Puanlarý.Yerleþenlerin Ortalama OBP'si *,Dil Puanlarý.Yerleþenlerin Ortalama Diploma Notu *
300210572,https://yokatlas.yok.gov.tr/lisans.php?y=300210572,GÝRNE AMERÝKAN ÜNÝVERSÝTESÝ,Beþeri Bilimler Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300210572,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-GÝRNE,KKTC,Burslu,Örgün,Doldu#,10,10,15,15,54425,51829,48987,53700,340.49827,325.98616,282.89674,275.80286,10,10,15,15,KKTC,GÝRNE AMERÝKAN ÜNÝVERSÝTESÝ,Beþeri Bilimler Fakültesi,DÝL,Burslu,10,,10,10,,10,0,1,1,,340.49827,,54425,,407.07658,25460,1,399.501,79.9
108570492,https://yokatlas.yok.gov.tr/lisans.php?y=108570492,OSMANÝYE KORKUT ATA ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108570492,(Ýngilizce)(4 Yýllýk),OSMANÝYE,Devlet,Ücretsiz,Örgün,Doldu#,79,62,62,62,54553,43736,41233,34900,340.22939,346.14792,306.97066,334.24747,79,62,62,62,Devlet,OSMANÝYE KORKUT ATA ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Ücretsiz,60,2,79,62,,79,0,1,1,1,340.22939,,54553,,396.02817,29955,6,405.645,81.1
100290057,https://yokatlas.yok.gov.tr/lisans.php?y=100290057,ADIYAMAN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100290057,(Ýngilizce)(4 Yýllýk),ADIYAMAN,Devlet,Ücretsiz,Örgün,Doldu#,40,62,62,62,54900,45428,42081,35500,339.49246,341.92622,304.28452,332.1622,40,62,62,62,Devlet,ADIYAMAN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Ücretsiz,30,1,40,31,,40,0,1,5,4,339.49246,,54900,,381.20097,36250,3,398.403,79.7
108210083,https://yokatlas.yok.gov.tr/lisans.php?y=108210083,ONDOKUZ MAYIS ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Fransýzca Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108210083,(4 Yýllýk),SAMSUN,Devlet,Ücretsiz,Örgün,Doldu#,41,41,41,41,55088,55105,49367,48200,339.11857,317.86841,281.79244,292.30803,41,41,41,41,Devlet,ONDOKUZ MAYIS ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretsiz,40,1,41,41,,41,0,1,5,2,339.11857,,55088,,454.43393,9762,5,398.426,79.7
206090362,https://yokatlas.yok.gov.tr/lisans.php?y=206090362,YAÞAR ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206090362,(%25 Ýndirimli)(4 Yýllýk),ÝZMÝR,Vakýf,%25 Ýndirimli,Örgün,Doldu#,35,32,27,26,55207,49861,45595,57100,338.83062,330.76021,293.28721,266.16203,35,32,27,26,Vakýf,YAÞAR ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,%25 Ýndirimli,35,,35,35,,35,0,1,,,338.83062,,55207,,408.80671,24746,7,410.345,82.1
108010419,https://yokatlas.yok.gov.tr/lisans.php?y=108010419,NEVÞEHÝR HACI BEKTAÞ VELÝ ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Almanca Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108010419,(4 Yýllýk),NEVÞEHÝR,Devlet,Ücretsiz,Örgün,Doldu#,41,31,31,31,55501,49893,44135,42800,338.16757,330.6838,297.84307,308.8972,41,31,31,31,Devlet,NEVÞEHÝR HACI BEKTAÞ VELÝ ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretsiz,40,1,41,41,,41,0,1,,,338.16757,,55501,,415.8882,21949,4,403.411,80.7
108990380,https://yokatlas.yok.gov.tr/lisans.php?y=108990380,SELÇUK ÜNÝVERSÝTESÝ,Turizm Fakültesi,Turizm Rehberliði (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108990380,(4 Yýllýk),KONYA,Devlet,Ücretsiz,Örgün,Doldu,31,31,31,31,55516,54026,51629,48500,338.13787,320.54948,275.35116,291.46803,32,31,31,31,Devlet,SELÇUK ÜNÝVERSÝTESÝ,Turizm Fakültesi,DÝL,Ücretsiz,30,1,32,31,,31,1,0.969,1,,338.13787,,55516,,389.47497,32721,1,389.006,77.8
300110061,https://yokatlas.yok.gov.tr/lisans.php?y=300110061,DOÐU AKDENÝZ ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300110061,(Ýngilizce)(Ücretli)(4 Yýllýk),KKTC-GAZÝMAÐUSA,KKTC,Ücretli,Örgün,Doldu#,20,20,20,22,55588,38150,35282,41100,338.00366,360.7478,325.6325,314.2853,20,20,20,22,KKTC,DOÐU AKDENÝZ ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretli,20,,20,20,,20,0,1,,,338.00366,,55588,,396.13965,29902,,421.027,84.2
101790103,https://yokatlas.yok.gov.tr/lisans.php?y=101790103,BATMAN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101790103,(4 Yýllýk),BATMAN,Devlet,Ücretsiz,Örgün,Doldu,63,62,62,52,55824,48524,45848,37700,337.52871,334.13717,292.54026,325.0387,64,62,62,52,Devlet,BATMAN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Ücretsiz,60,2,64,62,,63,1,0.984,2,2,337.52871,,55824,,436.77098,14632,5,392.629,78.5
102390058,https://yokatlas.yok.gov.tr/lisans.php?y=102390058,YOZGAT BOZOK ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102390058,(Ýngilizce)(4 Yýllýk),YOZGAT,Devlet,Ücretsiz,Örgün,Doldu,72,72,72,72,55977,47347,45274,36700,337.1783,337.06435,294.32875,328.44943,74,72,72,72,Devlet,YOZGAT BOZOK ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Ücretsiz,70,2,74,72,,72,2,0.973,4,4,337.1783,,55977,,408.26398,24978,7,390.838,78.2
206110053,https://yokatlas.yok.gov.tr/lisans.php?y=206110053,YEDÝTEPE ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206110053,(Ýngilizce)(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,4,4,4,4,56332,38183,30808,29200,336.42004,360.6714,339.43517,352.48732,4,4,4,4,Vakýf,YEDÝTEPE ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretli,4,,4,4,,4,0,1,3,,336.42004,,56332,,357.76763,46537,1,440.866,88.2
202410653,https://yokatlas.yok.gov.tr/lisans.php?y=202410653,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202410653,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,46,47,42,37,56588,27125,25280,24100,335.85138,390.63522,356.79018,369.92782,46,47,42,37,Vakýf,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,%50 Ýndirimli,46,,46,46,,46,0,1,2,2,335.85138,,56588,,426.02612,18255,6,402.899,80.6
107910316,https://yokatlas.yok.gov.tr/lisans.php?y=107910316,TEKÝRDAÐ NAMIK KEMAL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Alman Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107910316,(4 Yýllýk),TEKÝRDAÐ,Devlet,Ücretsiz,Örgün,Doldu#,84,82,82,82,56610,55666,50228,47100,335.81567,316.65114,279.3067,295.57826,84,82,82,82,Devlet,TEKÝRDAÐ NAMIK KEMAL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Ücretsiz,80,2,84,82,,84,0,1,5,5,335.81567,,56610,,458.61108,8819,11,389.94,78
101370248,https://yokatlas.yok.gov.tr/lisans.php?y=101370248,ARTVÝN ÇORUH ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101370248,(Ýngilizce)(4 Yýllýk),ARTVÝN,Devlet,Ücretsiz,Örgün,Doldu,62,62,62,62,57299,48548,45387,36500,334.39256,334.08969,293.94282,328.85115,64,62,62,62,Devlet,ARTVÝN ÇORUH ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Ücretsiz,60,2,64,62,,62,2,0.969,1,1,334.39256,,57299,,361.91051,44674,3,392.42,78.5
405210274,https://yokatlas.yok.gov.tr/lisans.php?y=405210274,KIRGIZÝSTAN-TÜRKÝYE MANAS ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Doðu Dilleri,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=405210274,(Çin Dili ve Edebiyatý)(4 Yýllýk),BÝÞKEK-KIRGIZÝSTAN,Yurt Dýþý,Ücretsiz,Örgün,Doldu#,10,10,10,10,57334,73745,55551,66700,334.31875,274.3088,264.21171,240.64137,10,10,10,10,Yurt Dýþý,KIRGIZÝSTAN-TÜRKÝYE MANAS ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,10,,10,10,,10,0,1,,,334.31875,,57334,,405.29304,26154,3,385.564,77.1
108211196,https://yokatlas.yok.gov.tr/lisans.php?y=108211196,ONDOKUZ MAYIS ÜNÝVERSÝTESÝ,Turizm Fakültesi (Bafra),Turizm Rehberliði (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108211196,(4 Yýllýk),SAMSUN,Devlet,Ücretsiz,Örgün,Doldu,52,52,52,52,58009,53462,50058,43100,332.88866,321.97845,279.76025,308.0874,54,52,52,52,Devlet,ONDOKUZ MAYIS ÜNÝVERSÝTESÝ,Turizm Fakültesi (Bafra),DÝL,Ücretsiz,50,2,54,52,,52,2,0.963,6,1,332.88866,,58009,,406.12614,25851,7,385.939,77.2
108010031,https://yokatlas.yok.gov.tr/lisans.php?y=108010031,NEVÞEHÝR HACI BEKTAÞ VELÝ ÜNÝVERSÝTESÝ,Turizm Fakültesi,Turizm Rehberliði (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108010031,(4 Yýllýk),NEVÞEHÝR,Devlet,Ücretsiz,Örgün,Doldu,52,52,52,52,58607,57539,52462,44700,331.60572,312.15396,272.99469,302.94419,54,52,52,52,Devlet,NEVÞEHÝR HACI BEKTAÞ VELÝ ÜNÝVERSÝTESÝ,Turizm Fakültesi,DÝL,Ücretsiz,50,2,54,52,,52,2,0.963,5,,331.60572,,58607,,437.96257,14282,9,383.788,76.8
107190045,https://yokatlas.yok.gov.tr/lisans.php?y=107190045,MARDÝN ARTUKLU ÜNÝVERSÝTESÝ,Yabancý Diller Yüksekokulu,Ýngilizce Mütercim ve Tercümanlýk (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107190045,(4 Yýllýk),MARDÝN,Devlet,Ücretsiz,Örgün,Doldu,62,62,62,62,58800,49414,44176,42000,331.1988,331.92099,297.73633,311.07642,64,62,62,62,Devlet,MARDÝN ARTUKLU ÜNÝVERSÝTESÝ,Yabancý Diller Yüksekokulu,DÝL,Ücretsiz,60,2,64,62,,62,2,0.969,7,4,331.1988,,58800,,421.73336,19818,6,393.432,78.7
111890177,https://yokatlas.yok.gov.tr/lisans.php?y=111890177,SAKARYA UYGULAMALI BÝLÝMLER ÜNÝVERSÝTESÝ,Turizm Fakültesi (Sapanca),Turizm Rehberliði (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=111890177,(4 Yýllýk),SAKARYA,Devlet,Ücretsiz,Örgün,Doldu,62,62,62,62,59145,53681,50062,46500,330.44369,321.39719,279.74829,297.49666,64,62,62,62,Devlet,SAKARYA UYGULAMALI BÝLÝMLER ÜNÝVERSÝTESÝ,Turizm Fakültesi (Sapanca),DÝL,Ücretsiz,60,2,64,62,,62,2,0.969,4,4,330.44369,,59145,,411.72332,23583,7,392.834,78.6
201610848,https://yokatlas.yok.gov.tr/lisans.php?y=201610848,HASAN KALYONCU ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=201610848,(Ýngilizce)(%25 Ýndirimli)(4 Yýllýk),GAZÝANTEP,Vakýf,%25 Ýndirimli,Örgün,Doldu#,25,24,22,25,59326,43349,31720,33200,330.04317,347.17732,336.77058,339.76429,25,24,22,25,Vakýf,HASAN KALYONCU ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,%25 Ýndirimli,25,,25,25,,25,0,1,2,2,330.04317,,59326,,376.68251,38227,1,414.051,82.8
109590016,https://yokatlas.yok.gov.tr/lisans.php?y=109590016,MUNZUR ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=109590016,(Ýngilizce)(4 Yýllýk),TUNCELÝ,Devlet,Ücretsiz,Örgün,Doldu,62,62,62,62,59518,50228,49441,39200,329.66777,329.8668,281.58629,320.27111,64,62,62,62,Devlet,MUNZUR ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,60,2,64,62,,62,2,0.969,3,,329.66777,,59518,,375.84335,38562,7,384.567,76.9
301410015,https://yokatlas.yok.gov.tr/lisans.php?y=301410015,ADA KENT ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=301410015,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-GAZÝMAÐUSA,KKTC,Burslu,Örgün,Doldu#,5,5,20,4,59876,35265,37805,29500,328.91177,368.45878,317.62753,351.7445,5,5,20,4,KKTC,ADA KENT ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,5,,5,5,,5,0,1,1,,328.91177,,59876,,392.36943,31509,1,375.858,75.2
102910076,https://yokatlas.yok.gov.tr/lisans.php?y=102910076,ÇUKUROVA ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Fransýzca Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102910076,(4 Yýllýk),ADANA,Devlet,Ücretsiz,Örgün,Doldu#,51,41,41,41,60190,56084,54801,51300,328.24471,315.62576,266.21901,282.94141,51,41,41,41,Devlet,ÇUKUROVA ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretsiz,40,1,51,41,,51,0,1,4,4,328.24471,,60190,,456.09184,9383,10,399.774,80
408810329,https://yokatlas.yok.gov.tr/lisans.php?y=408810329,ULUSLARARASI SARAYBOSNA ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=408810329,(%50 Ýndirimli)(4 Yýllýk),SARAYBOSNA - BOSNA - HERSEK,Yurt Dýþý,%50 Ýndirimli,Örgün,Doldu#,8,5,5,5,60384,80159,61081,72700,327.82617,260.63509,249.22075,225.669,8,5,5,5,Yurt Dýþý,ULUSLARARASI SARAYBOSNA ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,%50 Ýndirimli,8,,8,8,,8,0,1,4,,327.82617,,60384,,377.23334,37978,2,405.725,81.1
103510192,https://yokatlas.yok.gov.tr/lisans.php?y=103510192,ERCÝYES ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Rus Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103510192,(4 Yýllýk),KAYSERÝ,Devlet,Ücretsiz,Örgün,Doldu,52,52,52,52,60557,58383,51724,43700,327.44565,310.05603,275.00944,306.18075,54,52,52,52,Devlet,ERCÝYES ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,50,2,54,52,,52,2,0.963,4,3,327.44565,,60557,,413.96638,22703,6,396.135,79.2
110090093,https://yokatlas.yok.gov.tr/lisans.php?y=110090093,ANKARA YILDIRIM BEYAZIT ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Arapça Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110090093,(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,64,62,62,62,60826,52874,46144,36200,326.91039,323.42288,291.6421,329.9619,64,62,62,62,Devlet,ANKARA YILDIRIM BEYAZIT ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,Ücretsiz,60,2,64,62,,64,0,1,7,5,326.91039,,60826,,454.53229,9744,7,388.108,77.6
102010101,https://yokatlas.yok.gov.tr/lisans.php?y=102010101,BÝNGÖL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102010101,(4 Yýllýk),BÝNGÖL,Devlet,Ücretsiz,Örgün,Doldu,63,62,62,62,61037,50980,50745,39700,326.47954,328.05832,277.84226,318.44893,64,62,62,62,Devlet,BÝNGÖL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Ücretsiz,60,2,64,62,,63,1,0.984,3,1,326.47954,,61037,,404.33418,26545,6,401.115,80.2
112270818,https://yokatlas.yok.gov.tr/lisans.php?y=112270818,KAHRAMANMARAÞ ÝSTÝKLAL ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Ýngilizce Mütercim ve Tercümanlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=112270818,(4 Yýllýk),KAHRAMANMARAÞ,Devlet,Ücretsiz,Örgün,Doldu,65,52,52,41,61097,41259,38572,36300,326.33939,352.59244,315.31705,329.52816,67,52,52,41,Devlet,KAHRAMANMARAÞ ÝSTÝKLAL ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,Ücretsiz,50,2,67,52,,65,2,0.97,3,3,326.33939,,61097,,377.71501,37763,7,399.91,80
107910264,https://yokatlas.yok.gov.tr/lisans.php?y=107910264,TEKÝRDAÐ NAMIK KEMAL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Fransýz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107910264,(4 Yýllýk),TEKÝRDAÐ,Devlet,Ücretsiz,Örgün,Doldu,83,82,82,82,61656,60008,54947,55400,325.08408,306.08998,265.85321,271.1933,84,82,82,82,Devlet,TEKÝRDAÐ NAMIK KEMAL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Ücretsiz,80,2,84,82,,83,1,0.988,7,5,325.08408,,61656,,440.92106,13359,9,386.009,77.2
105910119,https://yokatlas.yok.gov.tr/lisans.php?y=105910119,KAFKAS ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105910119,(Ýngilizce)(4 Yýllýk),KARS,Devlet,Ücretsiz,Örgün,Doldu,62,62,62,62,62927,53921,54245,39700,322.41634,320.77183,267.83369,318.64125,64,62,62,62,Devlet,KAFKAS ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Ücretsiz,60,2,64,62,,62,2,0.969,4,1,322.41634,,62927,,403.8983,26723,3,387.26,77.5
101190217,https://yokatlas.yok.gov.tr/lisans.php?y=101190217,ANKARA ÜNÝVERSÝTESÝ,Dil ve Tarih Coðrafya Fakültesi,Bulgar Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101190217,(Bulgarca)(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu,21,21,20,21,62994,74663,,77200,322.25987,272.2851,,213.39397,22,21,21,21,Devlet,ANKARA ÜNÝVERSÝTESÝ,Dil ve Tarih Coðrafya Fakültesi,DÝL,Ücretsiz,20,1,22,21,,21,1,0.955,1,1,322.25987,,62994,,415.50059,22088,6,397.895,79.6
101410278,https://yokatlas.yok.gov.tr/lisans.php?y=101410278,ATATÜRK ÜNÝVERSÝTESÝ,Kazým Karabekir Eðitim Fakültesi,Almanca Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101410278,(4 Yýllýk),ERZURUM,Devlet,Ücretsiz,Örgün,Doldu#,72,72,52,52,63029,61791,50596,48600,322.18456,301.82601,278.21987,291.36142,72,72,52,52,Devlet,ATATÜRK ÜNÝVERSÝTESÝ,Kazým Karabekir Eðitim Fakültesi,DÝL,Ücretsiz,70,2,72,72,,72,0,1,3,3,322.18456,,63029,,393.13173,31191,2,399.295,79.9
203090139,https://yokatlas.yok.gov.tr/lisans.php?y=203090139,ÝSTANBUL KÜLTÜR ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203090139,(Ýngilizce)(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,7,6,4,4,63338,48468,42350,37700,321.53625,334.27791,303.41309,325.22726,7,6,4,4,Vakýf,ÝSTANBUL KÜLTÜR ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretli,7,,7,7,,7,0,1,2,,321.53625,,63338,,359.35091,45827,1,380.891,76.2
300310932,https://yokatlas.yok.gov.tr/lisans.php?y=300310932,LEFKE AVRUPA ÜNÝVERSÝTESÝ,Dr. Fazýl Küçük Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300310932,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKE,KKTC,%50 Ýndirimli,Örgün,Doldu#,47,48,40,42,63387,70804,38538,40500,321.44337,280.86458,315.43534,316.15433,47,48,40,42,KKTC,LEFKE AVRUPA ÜNÝVERSÝTESÝ,Dr. Fazýl Küçük Eðitim Fakültesi,DÝL,%50 Ýndirimli,47,,47,47,,47,0,1,1,1,321.44337,,63387,,384.47484,34890,4,408.35,81.7
104810202,https://yokatlas.yok.gov.tr/lisans.php?y=104810202,HACETTEPE ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Almanca Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104810202,(Almanca)(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,52,52,52,52,63585,53076,69782,64000,321.10001,322.90736,223.2505,247.58811,52,52,52,52,Devlet,HACETTEPE ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretsiz,50,2,52,52,,52,0,1,9,1,321.10001,,63585,,446.94159,11643,8,400.101,80
103590181,https://yokatlas.yok.gov.tr/lisans.php?y=103590181,ERCÝYES ÜNÝVERSÝTESÝ,Turizm Fakültesi,Turizm Rehberliði (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103590181,(4 Yýllýk),KAYSERÝ,Devlet,Ücretsiz,Örgün,Doldu,62,62,62,62,63998,56734,55950,50000,320.27712,314.08966,263.09046,286.88244,64,62,62,62,Devlet,ERCÝYES ÜNÝVERSÝTESÝ,Turizm Fakültesi,DÝL,Ücretsiz,60,2,64,62,,62,2,0.969,6,1,320.27712,,63998,,394.01757,30822,12,388.497,77.7
