Program ID,Üniversite,Fakülte,YOK Atlas Baðlantýsý,Program Adý,Program Koþullarý Baðlantýsý,Öðretim Dili/Süresi/BursDurumu,Þehir,Üniversite Türü,Ücret/Burs,Eðitim Öðretim Türü,2023 Yýlý Doluluk Durumu,2023 Yýlý Yerleþen Sayýsý,2022 Yýlý Yerleþen Sayýsý,2021 Yýlý Yerleþen Sayýsý,2020 Yýlý Yerleþen Sayýsý,2023 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2022 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2021 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2020 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2023 Yýlý TBS 0.12 Katsayý Taban Puaný,2022 Yýlý TBS 0.12 Katsayý Taban Puaný,2021 Yýlý TBS 0.12 Katsayý Taban Puaný,2020 Yýlý TBS 0.12 Katsayý Taban Puaný,2023 Yýlý Toplam Kontenjan,2022 Toplam Kontenjaný,2021 Yýlý Toplam Kontenjaný,2020 Yýlý Toplam Kontenjaný,Eþit Aðýrlýk Puanlarý.Fakülte / Yüksekokul,Puan Türü,Burs Türü,2023 Yýlý Genel Kontenjan,2023 Yýlý Okul Birincisi Kontenjaný,2023 Yýlý Toplam Kontenjaný,2023 Yýlý Genel Kontenjana Yerleþen,2023 Yýlý Okul Birincisi Kontenjanýna Yerleþen,2023 Yýlý Toplam Yerleþen,2023 Yýlý Boþ Kalan Kontenjan,2023 Yýlý Ýlk Yerleþme Oraný,2023 Yýlý Yerleþip Kayýt Yaptýrmayan,2023 Yýlý Ek Yerleþen,"2023 Yýlý 0,12 Katsayý ile Yerleþen Son Kiþinin Puaný *","2023 Yýlý 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Puaný *","2023 Yýlý 0,12 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *","2023 Yýlý 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý","2023 Yýlý Tavan Puan(0,12 Katsayýsý ile) *","2023 Yýlý Tavan Baþarý Sýrasý(0,12 Katsayýsý ile) *",2022'de Yerleþip 2023'de OBP'si Kýrýlarak Yerleþen Sayýsý,2023 Yýlýnda Yerleþenlerin Ortalama OBP'si *,2023 Yýlýnda Yerleþenlerin Ortalama Diploma Notu *
203910796,KOÇ ÜNÝVERSÝTESÝ,Hukuk Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=203910796,Hukuk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203910796,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,22,20,19,19,239,132,207,189,527.16858,530.68457,487.29209,523.14489,22,20,19,19,Hukuk Fakültesi,Eþit Aðýrlýk,Burslu,18,,22,18,,22,0,100.00%,,,527.16858,,239,,558.22115,3,,484.687,96.9
202111106,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Hukuk Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=202111106,Hukuk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202111106,(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,25,24,24,24,271,329,359,250,525.78762,520.22409,474.64411,519.88096,25,24,24,24,Hukuk Fakültesi,Eþit Aðýrlýk,Burslu,21,,25,21,,25,0,100.00%,,,525.78762,,271,,552.60487,11,,483.918,96.8
203910336,KOÇ ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=203910336,Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203910336,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,15,15,14,13,302,436,577,859,524.47182,516.72888,463.13005,499.19831,15,15,14,13,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Burslu,12,,15,12,,15,0,100.00%,1,,524.47182,,302,,556.93785,5,2,484.75,97
205110144,SABANCI ÜNÝVERSÝTESÝ,Yönetim Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=205110144,Yönetim Bilimleri Programlarý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205110144,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,31,30,30,24,330,524,397,562,523.2014,513.87173,472.38336,507.76495,31,30,30,24,Yönetim Bilimleri Fakültesi,Eþit Aðýrlýk,Burslu,27,,31,27,,31,0,100.00%,,,523.2014,,330,,553.26604,9,1,473.408,94.7
203910133,KOÇ ÜNÝVERSÝTESÝ,Ýnsani Bilimler ve Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=203910133,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203910133,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,16,15,13,12,433,715,523,727,518.80541,509.33219,464.93451,502.07968,16,15,13,12,Ýnsani Bilimler ve Edebiyat Fakültesi,Eþit Aðýrlýk,Burslu,13,,16,13,,16,0,100.00%,,,518.80541,,433,,541.5621,61,,489.213,97.8
202110205,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=202110205,Ýktisat,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202110205,(Ýngilizce)(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,22,21,21,21,477,970,1002,801,517.39508,503.92199,449.8881,500.34966,22,21,21,21,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,18,,22,18,,22,0,100.00%,1,,517.39508,,477,,545.01073,42,1,477.227,95.4
202110241,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=202110241,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202110241,(Ýngilizce)(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,13,12,12,12,491,742,654,658,516.85717,508.42276,460.43484,504.41171,13,12,12,12,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,10,,13,10,,13,0,100.00%,,,516.85717,,491,,543.18059,50,,483.037,96.6
203910036,KOÇ ÜNÝVERSÝTESÝ,Ýnsani Bilimler ve Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=203910036,Felsefe,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203910036,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,7,8,8,8,643,1205,1681,2720,511.91328,499.52195,438.2258,473.38274,7,8,8,8,Ýnsani Bilimler ve Edebiyat Fakültesi,Eþit Aðýrlýk,Burslu,6,,7,6,,7,0,100.00%,,,511.91328,,643,,518.83027,432,,474.3,94.9
202110383,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=202110383,Ýþletme,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202110383,(Ýngilizce)(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,28,27,27,27,654,977,1294,1000,511.57536,503.6364,443.91273,496.0705,28,27,27,27,Ýþletme Fakültesi,Eþit Aðýrlýk,Burslu,23,,28,23,,28,0,100.00%,,,511.57536,,654,,528.67715,209,,482.108,96.4
205410283,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Hukuk Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=205410283,Hukuk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205410283,(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,17,16,15,15,658,689,599,438,511.46057,509.85158,462.34438,512.16575,17,16,15,15,Hukuk Fakültesi,Eþit Aðýrlýk,Burslu,14,,17,14,,17,0,100.00%,,,511.46057,,658,,524.35021,306,,482.177,96.4
204810273,ÖZYEÐÝN ÜNÝVERSÝTESÝ,Sosyal Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=204810273,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204810273,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,12,11,11,12,1135,1388,2464,2120,499.62535,496.65302,429.74219,479.28654,12,11,11,12,Sosyal Bilimler Fakültesi,Eþit Aðýrlýk,Burslu,9,,12,9,,12,0,100.00%,,,499.62535,,1135,,520.00345,406,1,471.634,94.3
202111115,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Hukuk Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=202111115,Hukuk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202111115,(%50 Ýndirimli)(4 Yýllýk),ANKARA,Vakýf,%50 Ýndirimli,Örgün,Doldu#,10,16,16,16,1262,1689,1612,1100,497.14206,492.33596,439.36722,493.97276,10,16,16,16,Hukuk Fakültesi,Eþit Aðýrlýk,%50 Ýndirimli,10,,10,10,,10,0,100.00%,1,,497.14206,,1262,,520.4192,392,,479.577,95.9
205410071,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=205410071,Ýþletme,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205410071,(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,9,8,7,7,1343,2012,2819,2820,495.70526,488.48818,426.5066,472.49604,9,8,7,7,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Burslu,7,,9,7,,9,0,100.00%,,,495.70526,,1343,,501.86084,1038,2,471.611,94.3
205410389,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=205410389,Uluslararasý Giriþimcilik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205410389,(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,3,2,2,2,1711,1908,2860,1610,488.83341,489.6067,426.18752,485.60631,3,2,2,2,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Burslu,2,,3,2,,3,0,100.00%,,,488.83341,,1711,,503.04121,976,,489.086,97.8
204810237,ÖZYEÐÝN ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=204810237,Giriþimcilik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204810237,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,4,3,3,3,1719,2425,2733,2990,488.73191,483.88584,427.31562,471.08483,4,3,3,3,Ýþletme Fakültesi,Eþit Aðýrlýk,Burslu,3,,4,3,,4,0,100.00%,,,488.73191,,1719,,493.99307,1422,,473.625,94.7
205410989,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=205410989,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205410989,(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,11,10,9,9,2134,3269,6152,3350,482.66555,476.58761,407.91736,468.07807,11,10,9,9,Fen-Edebiyat Fakültesi,Eþit Aðýrlýk,Burslu,9,,11,9,,11,0,100.00%,,,482.66555,,2134,,491.7189,1544,2,448.748,89.7
202910736,ALTINBAÞ ÜNÝVERSÝTESÝ,Hukuk Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=202910736,Hukuk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202910736,(UOLP-Köln Üniversitesi)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,2,3,3,3,2429,2182,8426,9060,479.3329,486.5003,399.90482,439.31669,2,3,3,3,Hukuk Fakültesi,Eþit Aðýrlýk,Burslu,2,,2,2,,2,0,100.00%,,,479.3329,,2429,,480.00542,2373,1,432.659,86.5
202190182,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Güzel Sanatlar Tasarým ve Mimarlýk Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=202190182,Grafik Tasarýmý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202190182,(Ýngilizce)(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,6,5,5,5,3523,1563,4440,4240,468.60959,494.06439,415.82911,461.49643,6,5,5,5,Güzel Sanatlar Tasarým ve Mimarlýk Fakültesi,Eþit Aðýrlýk,Burslu,4,,6,4,,6,0,100.00%,1,,468.60959,,3523,,493.34898,1451,2,468.848,93.8
200510622,BAHÇEÞEHÝR ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=200510622,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=200510622,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,16,15,14,14,4520,4786,9823,3390,460.79747,466.6358,395.99796,467.70718,16,15,14,14,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,13,,16,13,,16,0,100.00%,,,460.79747,,4520,,490.35591,1621,3,461.635,92.3
204810088,ÖZYEÐÝN ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Yüksekokulu,https://yokatlas.yok.gov.tr/lisans.php?y=204810088,Otel Yöneticiliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204810088,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,4,3,3,3,4969,32703,33589,29100,457.60584,415.88164,361.92057,405.98437,4,3,3,3,Uygulamalý Bilimler Yüksekokulu,Eþit Aðýrlýk,Burslu,3,,4,3,,4,0,100.00%,,,457.60584,,4969,,487.18668,1829,,467.934,93.6
206710189,TED ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=206710189,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206710189,(Ýngilizce)(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,15,14,14,14,5384,9311,20220,10800,455.21954,447.70901,376.94265,433.86286,15,14,14,14,Fen-Edebiyat Fakültesi,Eþit Aðýrlýk,Burslu,12,,15,12,,15,0,100.00%,,,455.21954,,5384,,472.04019,3149,,467.862,93.6
208610087,ÝBN HALDUN ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=208610087,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=208610087,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,13,12,12,12,5999,12052,19018,11300,451.88596,440.2085,378.679,432.38265,13,12,12,12,Ýnsan ve Toplum Bilimleri Fakültesi,Eþit Aðýrlýk,Burslu,12,,13,12,,13,0,100.00%,,,451.88596,,5999,,506.80573,821,,461.473,92.3
208610015,ÝBN HALDUN ÜNÝVERSÝTESÝ,Hukuk Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=208610015,Hukuk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=208610015,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,19,15,10,20,6549,9052,10598,10900,449.31149,448.57198,394.055,433.66227,19,15,10,20,Hukuk Fakültesi,Eþit Aðýrlýk,Burslu,18,,19,18,,19,0,100.00%,,,449.31149,,6549,,513.11936,604,,471.628,94.3
204810837,ÖZYEÐÝN ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=204810837,Ýç Mimarlýk ve Çevre Tasarýmý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=204810837,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,8,6,6,6,6915,11597,18631,11000,447.55742,441.31934,379.24609,433.38887,8,6,6,6,Mimarlýk ve Tasarým Fakültesi,Eþit Aðýrlýk,Burslu,6,,8,6,,8,0,100.00%,,,447.55742,,6915,,486.04625,1916,1,451.793,90.4
202110929,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Ýnsani Bilimler ve Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=202110929,Felsefe,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202110929,(Ýngilizce)(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,16,15,15,15,7134,12982,31822,24800,446.57289,438.26698,363.57967,410.26524,16,15,15,15,Ýnsani Bilimler ve Edebiyat Fakültesi,Eþit Aðýrlýk,Burslu,15,,16,15,,16,0,100.00%,,,446.57289,,7134,,527.36456,236,,464.122,92.8
202110726,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=202110726,Ýþletme,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202110726,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ANKARA,Vakýf,%50 Ýndirimli,Örgün,Doldu#,56,56,56,56,7582,12544,23006,37900,444.60414,439.15342,373.27027,398.7366,56,56,56,56,Ýþletme Fakültesi,Eþit Aðýrlýk,%50 Ýndirimli,56,,56,56,,56,0,100.00%,,,444.60414,,7582,,488.50337,1729,2,471.04,94.2
205110153,SABANCI ÜNÝVERSÝTESÝ,Yönetim Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=205110153,Yönetim Bilimleri Programlarý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205110153,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,70,70,70,90,7598,9372,28653,67900,444.54913,447.54876,366.80429,380.10629,70,70,70,90,Yönetim Bilimleri Fakültesi,Eþit Aðýrlýk,%50 Ýndirimli,70,,70,70,,70,0,100.00%,,,444.54913,,7598,,516.92389,488,2,465.275,93.1
206111599,YEDÝTEPE ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=206111599,Uluslararasý Ýþletme Yönetimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206111599,(Almanca)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,5,3,3,3,8409,11480,30424,42100,441.36038,441.55334,365.00138,395.72344,5,3,3,3,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Burslu,4,,5,4,,5,0,100.00%,,,441.36038,,8409,,448.66729,6668,,462.286,92.5
202110911,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Ýnsani Bilimler ve Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=202110911,Arkeoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202110911,(Ýngilizce)(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,5,4,4,4,8782,17731,24784,28900,439.9653,430.12666,371.10673,406.18407,5,4,4,4,Ýnsani Bilimler ve Edebiyat Fakültesi,Eþit Aðýrlýk,Burslu,4,,5,4,,5,0,100.00%,1,,439.9653,,8782,,457.35101,5017,,469.773,94
202110656,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=202110656,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202110656,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ANKARA,Vakýf,%50 Ýndirimli,Örgün,Doldu#,30,30,30,30,8899,11616,19743,15800,439.61768,441.25398,377.59876,422.59646,30,30,30,30,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,%50 Ýndirimli,30,,30,30,,30,0,100.00%,2,,439.61768,,8899,,499.72633,1130,,472.791,94.6
206011246,YAÞAR ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Yüksekokulu,https://yokatlas.yok.gov.tr/lisans.php?y=206011246,Yönetim Biliþim Sistemleri (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206011246,(Ýngilizce)(Burslu)(4 Yýllýk),ÝZMÝR,Vakýf,Burslu,Örgün,Doldu#,9,6,5,5,10568,22380,43804,58000,434.85129,424.80098,353.24352,385.70394,9,6,5,5,Uygulamalý Bilimler Yüksekokulu,Eþit Aðýrlýk,Burslu,7,,9,7,,9,0,100.00%,1,,434.85129,,10568,,461.00635,4492,,426.508,85.3
200511083,BAHÇEÞEHÝR ÜNÝVERSÝTESÝ,Eðitim Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=200511083,Rehberlik ve Psikolojik Danýþmanlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=200511083,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,4,5,7,7,10620,13183,22251,13100,434.7331,437.81921,374.25162,428.01982,4,5,7,7,Eðitim Bilimleri Fakültesi,Eþit Aðýrlýk,Burslu,3,,4,3,,4,0,100.00%,,,434.7331,,10620,,445.65734,7346,,473.713,94.7
205410705,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=205410705,Ýç Mimarlýk ve Çevre Tasarýmý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205410705,(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,8,6,7,7,12396,25952,39842,18700,431.13115,421.35918,356.50631,417.75513,8,6,7,7,Mimarlýk ve Tasarým Fakültesi,Eþit Aðýrlýk,Burslu,6,,8,6,,8,0,100.00%,1,1,431.13115,,12396,,445.58478,7365,,468.359,93.7
200611585,BAÞKENT ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=200611585,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=200611585,(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,16,15,14,14,13929,21032,31334,14600,428.46506,426.2156,364.06987,424.94441,16,15,14,14,Fen-Edebiyat Fakültesi,Eþit Aðýrlýk,Burslu,13,,16,13,,16,0,100.00%,,,428.46506,,13929,,443.5179,7839,,449.448,89.9
205110083,SABANCI ÜNÝVERSÝTESÝ,Sanat ve Sosyal Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=205110083,Sanat ve Sosyal Bilimler Programlarý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205110083,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,70,65,65,89,14164,17699,47158,92200,428.12335,430.16821,350.73106,367.88212,70,65,65,89,Sanat ve Sosyal Bilimler Fakültesi,Eþit Aðýrlýk,%50 Ýndirimli,70,,70,70,,70,0,100.00%,3,1,428.12335,,14164,,505.01918,904,2,466.44,93.3
202110647,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=202110647,Ýktisat,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202110647,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ANKARA,Vakýf,%50 Ýndirimli,Örgün,Doldu#,80,80,80,80,14414,25181,44307,74800,427.74437,422.07802,352.86195,376.58247,80,80,80,80,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,%50 Ýndirimli,80,,80,80,,80,0,100.00%,,,427.74437,,14414,,492.48544,1497,3,466.772,93.4
205410362,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Hukuk Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=205410362,Hukuk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205410362,(%50 Ýndirimli)(4 Yýllýk),ANKARA,Vakýf,%50 Ýndirimli,Örgün,Doldu#,38,38,23,23,15043,18317,23850,10200,426.79623,429.3915,372.16922,435.50331,38,38,23,23,Hukuk Fakültesi,Eþit Aðýrlýk,%50 Ýndirimli,38,,38,38,,38,0,100.00%,,,426.79623,,15043,,499.42757,1151,,469.59,93.9
203910178,KOÇ ÜNÝVERSÝTESÝ,Ýnsani Bilimler ve Edebiyat Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=203910178,Sosyoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203910178,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,12,14,13,12,15646,19664,50455,88300,425.92966,427.75536,348.29457,369.80628,12,14,13,12,Ýnsani Bilimler ve Edebiyat Fakültesi,Eþit Aðýrlýk,%50 Ýndirimli,12,,12,12,,12,0,100.00%,1,,425.92966,,15646,,470.49113,3324,,466.294,93.3
200110123,ACIBADEM MEHMET ALÝ AYDINLAR ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=200110123,Psikoloji,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=200110123,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,10,9,9,9,16017,23727,26576,16000,425.41858,423.46454,369.09026,422.19384,10,9,9,9,Ýnsan ve Toplum Bilimleri Fakültesi,Eþit Aðýrlýk,Burslu,8,,10,8,,10,0,100.00%,,,425.41858,,16017,,474.51499,2890,2,464.181,92.8
