Program ID,YÖK Atlas Baðlantýsý,Üniversite,Fakülte,Program Adý,Program Kabul Koþullarý Baðlantýsý,Öðretim Dili/Süresi/BursDurumu,Þehir,Üniversite Türü,Ücret/Burs,Eðitim Öðretim Türü,2023 Yýlý Doluluk Durumu,2023 Yýlý Yerleþen Sayýsý,2022 Yýlý Yerleþen Sayýsý,2021 Yýlý Yerleþen Sayýsý,2020 Yýlý Yerleþen Sayýsý,2023 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2022 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2021 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2020 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2023 Yýlý TBS 0.12 Katsayý Taban Puaný,2022 Yýlý TBS 0.12 Katsayý Taban Puaný,2021 Yýlý TBS 0.12 Katsayý Taban Puaný,2020 Yýlý TBS 0.12 Katsayý Taban Puaný,2023 Yýlý Toplam Kontenjaný,2022 Yýlý Toplam Kontenjaný,2021 Yýlý Toplam Kontenjaný,2020 Yýlý Toplam Kontenjaný,Fakülte / Yüksekokul,Sayýsal Puanlarý.Puan Türü,Burs Türü,2023 Yýlý Genel Kontenjan,2023 Yýlý  Okul Birincisi Kontenjaný,2023 Yýlý Toplam Kontenjan,2023 Yýlý Genel Kontenjana Yerleþen,2023 Yýlý  Okul Birincisi Kontenjanýna Yerleþen,2023 Yýlý Toplam Yerleþen,2023 Yýlý Boþ Kalan Kontenjan,2023 Yýlý Ýlk Yerleþme Oraný,2023 Yýlý Yerleþip Kayýt Yaptýrmayan,2023 Yýlý Ek Yerleþen,"2023 Yýlýnda 0,12 Katsayý ile Yerleþen Son Kiþinin Puaný","2023 Yýlýnda 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Puaný","2023 Yýlýnda 0,12 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý","2023 Yýlýnda 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *",2023 Yýlý TBS 0.12 Katsayý Tavan Puaný,"2023 Yýlý 0,12 katsayý ile Tavan Baþarý Sýrasý",2022'de Yerleþip 2023'de OBP'si Kýrýlarak Yerleþen Sayýsý,2023 Yýlýnda Yerleþenlerin Ortalama OBP'si,2023 Yýlýnda Yerleþenlerin Ortalama Diploma Notu
102910507,https://yokatlas.yok.gov.tr/lisans.php?y=102910507,ÇUKUROVA ÜNÝVERSÝTESÝ,Ziraat Fakültesi,Bahçe Bitkileri,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102910507,(4 Yýllýk),ADANA,Devlet,Ücretsiz,Örgün,Doldu#,67,52,52,52,346948,332196,336867,327000,295.06387,288.42119,238.50366,274.43347,67,52,52,52,Ziraat Fakültesi,Sayýsal,Ücretsiz,50,2,67,51,1,67,0,100.00%,1,,295.06387,,346948,,338.35985,213.724,5,418.231,83.6
103310025,https://yokatlas.yok.gov.tr/lisans.php?y=103310025,DÜZCE ÜNÝVERSÝTESÝ,Orman Fakültesi,Orman Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103310025,(4 Yýllýk),DÜZCE,Devlet,Ücretsiz,Örgün,Doldu#,37,31,31,31,350426,350982,371929,395000,294.22467,283.29325,229.23759,256.53033,37,31,31,31,Orman Fakültesi,Sayýsal,Ücretsiz,35,1,37,35,1,37,0,100.00%,1,,294.22467,,350426,,346.25417,196.46,2,414.869,83
106410096,https://yokatlas.yok.gov.tr/lisans.php?y=106410096,KASTAMONU ÜNÝVERSÝTESÝ,Orman Fakültesi,Orman Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106410096,(4 Yýllýk),KASTAMONU,Devlet,Ücretsiz,Örgün,Doldu#,37,36,36,31,352737,360962,381135,403000,293.66005,280.73084,224.1976,254.70369,37,36,36,31,Orman Fakültesi,Sayýsal,Ücretsiz,35,1,37,35,1,37,0,100.00%,1,,293.66005,,352737,,350.9663,186.809,2,423.663,84.7
203590181,https://yokatlas.yok.gov.tr/lisans.php?y=203590181,ÝZMÝR EKONOMÝ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203590181,(%50 Ýndirimli)(4 Yýllýk),ÝZMÝR,Vakýf,%50 Ýndirimli,Örgün,Doldu#,30,25,25,,359302,310537,361293,,292.09706,294.70595,232.56248,,30,25,25,,Saðlýk Bilimleri Fakültesi,Sayýsal,%50 Ýndirimli,30,,30,30,,30,0,100.00%,1,,292.09706,,359302,,353.04524,182.731,,432.635,86.5
203590181,https://yokatlas.yok.gov.tr/lisans.php?y=203590181,ÝZMÝR EKONOMÝ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203590181,(%50 Ýndirimli)(4 Yýllýk),ÝZMÝR,Vakýf,%50 Ýndirimli,Örgün,Doldu#,30,25,25,,359302,310537,361293,,292.09706,294.70595,232.56248,,30,25,25,,Saðlýk Bilimleri Fakültesi,Sayýsal,%50 Ýndirimli,30,,30,30,,30,0,100.00%,1,,292.09706,,359302,,353.04524,182.731,,432.635,86.5
203590181,https://yokatlas.yok.gov.tr/lisans.php?y=203590181,ÝZMÝR EKONOMÝ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203590181,(%50 Ýndirimli)(4 Yýllýk),ÝZMÝR,Vakýf,%50 Ýndirimli,Örgün,Doldu#,30,25,25,,359302,310537,361293,,292.09706,294.70595,232.56248,,30,25,25,,Saðlýk Bilimleri Fakültesi,Sayýsal,%50 Ýndirimli,30,,30,30,,30,0,100.00%,1,,292.09706,,359302,,353.04524,182.731,,432.635,86.5
203590181,https://yokatlas.yok.gov.tr/lisans.php?y=203590181,ÝZMÝR EKONOMÝ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203590181,(%50 Ýndirimli)(4 Yýllýk),ÝZMÝR,Vakýf,%50 Ýndirimli,Örgün,Doldu#,30,25,25,,359302,310537,361293,,292.09706,294.70595,232.56248,,30,25,25,,Saðlýk Bilimleri Fakültesi,Sayýsal,%50 Ýndirimli,30,,30,30,,30,0,100.00%,1,,292.09706,,359302,,353.04524,182.731,,432.635,86.5
107910167,https://yokatlas.yok.gov.tr/lisans.php?y=107910167,TEKÝRDAÐ NAMIK KEMAL ÜNÝVERSÝTESÝ,Ziraat Fakültesi,Bitki Koruma,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107910167,(4 Yýllýk),TEKÝRDAÐ,Devlet,Ücretsiz,Örgün,Doldu#,42,41,41,41,380747,357764,363573,369000,287.16883,281.53415,231.95232,262.82988,42,41,41,41,Ziraat Fakültesi,Sayýsal,Ücretsiz,40,1,42,41,,42,0,100.00%,1,,287.16883,,380747,,373.64042,147.124,2,413.426,82.7
202650611,https://yokatlas.yok.gov.tr/lisans.php?y=202650611,DEMÝROÐLU BÝLÝM ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202650611,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,30,30,30,25,384627,425776,365525,357000,286.32707,266.26309,231.39609,266.02988,30,30,30,25,Saðlýk Bilimleri Fakültesi,Sayýsal,%50 Ýndirimli,30,,30,30,,30,0,100.00%,1,,286.32707,,384627,,311.59674,286.821,1,410.807,82.2
207610124,https://yokatlas.yok.gov.tr/lisans.php?y=207610124,BÝRUNÝ ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Moleküler Biyoloji ve Genetik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=207610124,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,34,34,34,34,399066,236220,187095,244000,283.25942,320.96008,288.03829,304.00697,34,34,34,34,Mühendislik ve Doða Bilimleri Fakültesi,Sayýsal,%50 Ýndirimli,34,,34,34,,34,0,100.00%,1,,283.25942,,399066,,386.40187,128.456,1,419.598,83.9
203190121,https://yokatlas.yok.gov.tr/lisans.php?y=203190121,ÝSTANBUL MEDÝPOL ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203190121,(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,2,2,2,2,411713,363802,375620,310000,280.65512,280.02313,227.68621,279.75519,2,2,2,2,Saðlýk Bilimleri Fakültesi,Sayýsal,Ücretli,2,,2,2,,2,0,100.00%,1,,280.65512,,411713,,290.02844,368.276,,413.382,82.7
200610648,https://yokatlas.yok.gov.tr/lisans.php?y=200610648,BAÞKENT ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Hemþirelik (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=200610648,(Ücretli)(4 Yýllýk),ANKARA,Vakýf,Ücretli,Örgün,Doldu#,9,2,2,2,414644,332289,313202,311000,280.06574,288.38686,244.32484,279.58828,9,2,2,2,Saðlýk Bilimleri Fakültesi,Sayýsal,Ücretli,9,,9,9,,9,0,100.00%,1,,280.06574,,414644,,297.45905,337.371,1,430.108,86
108310143,https://yokatlas.yok.gov.tr/lisans.php?y=108310143,ORDU ÜNÝVERSÝTESÝ,Ziraat Fakültesi,Bitki Koruma,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108310143,(4 Yýllýk),ORDU,Devlet,Ücretsiz,Örgün,Doldu#,32,31,31,31,442781,395086,383490,384000,274.77429,272.68867,221.42726,259.28416,32,31,31,31,Ziraat Fakültesi,Sayýsal,Ücretsiz,30,1,32,31,,32,0,100.00%,1,,274.77429,,442781,,306.6761,303.403,1,414.183,82.8
206511374,https://yokatlas.yok.gov.tr/lisans.php?y=206511374,ÜSKÜDAR ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Beslenme ve Diyetetik (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206511374,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,28,31,36,32,486581,288436,304212,233000,267.18519,301.66703,246.70925,308.95765,28,31,36,32,Saðlýk Bilimleri Fakültesi,Sayýsal,%50 Ýndirimli,28,,28,28,,28,0,100.00%,1,,267.18519,,486581,,340.96077,207.784,1,412.554,82.5
104810617,https://yokatlas.yok.gov.tr/lisans.php?y=104810617,HACETTEPE ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104810617,(6 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,226,226,216,216,1754,2290,1817,1600,538.78666,533.36889,495.26312,535.94131,226,226,216,216,Týp Fakültesi,Sayýsal,Ücretsiz,220,6,226,220,6,226,0,100.00%,,,538.78666,,1754,,555.64393,24,1,492.682,98.5
108410354,https://yokatlas.yok.gov.tr/lisans.php?y=108410354,ORTA DOÐU TEKNÝK ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Elektrik-Elektronik Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108410354,(Ýngilizce)(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,185,200,200,200,1913,2094,2505,2570,538.04447,534.31365,488.87035,531.082,185,200,200,200,Mühendislik Fakültesi,Sayýsal,Ücretsiz,180,5,185,180,5,185,0,100.00%,,,538.04447,,1913,,554.64167,46,2,489.914,98
205410132,https://yokatlas.yok.gov.tr/lisans.php?y=205410132,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Elektrik-Elektronik Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205410132,(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,16,15,15,15,3110,2651,3784,3600,533.39678,531.84496,479.46809,526.85574,16,15,15,15,Mühendislik Fakültesi,Sayýsal,Burslu,13,,16,13,,16,0,100.00%,,,533.39678,,3110,,539.15563,1.67,1,489.29,97.9
111610016,https://yokatlas.yok.gov.tr/lisans.php?y=111610016,ÝSTANBUL ÜNÝVERSÝTESÝ-CERRAHPAÞA,Cerrahpaþa Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=111610016,(6 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,267,267,267,267,3212,2559,1997,1750,533.02853,532.19053,493.31694,535.05972,267,267,267,267,Cerrahpaþa Týp Fakültesi,Sayýsal,Ücretsiz,260,7,267,260,7,267,0,100.00%,,,533.02853,,3212,,552.2699,110,2,488.003,97.6
104810917,https://yokatlas.yok.gov.tr/lisans.php?y=104810917,HACETTEPE ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Bilgisayar Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104810917,(Ýngilizce)(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,118,108,108,103,3388,3576,5248,7200,532.42525,528.35762,471.8523,516.14891,118,108,108,103,Mühendislik Fakültesi,Sayýsal,Ücretsiz,115,3,118,115,3,118,0,100.00%,,,532.42525,,3388,,542.10472,1.133,2,485.03,97
205710544,https://yokatlas.yok.gov.tr/lisans.php?y=205710544,TÜRK HAVA KURUMU ÜNÝVERSÝTESÝ,Hava Ulaþtýrma Fakültesi,Pilotaj (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205710544,(Ýngilizce)(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,6,5,5,6,4679,6305,7497,7730,528.35101,520.895,463.0183,514.9267,6,5,5,6,Hava Ulaþtýrma Fakültesi,Sayýsal,Burslu,4,,6,4,,6,0,100.00%,,,528.35101,,4679,,539.26401,1.647,1,483.119,96.6
108410433,https://yokatlas.yok.gov.tr/lisans.php?y=108410433,ORTA DOÐU TEKNÝK ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Makine Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108410433,(Ýngilizce)(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,154,185,195,195,4832,6321,6984,6860,527.94562,520.86585,464.88587,517.0322,154,185,195,195,Mühendislik Fakültesi,Sayýsal,Ücretsiz,150,4,154,150,4,154,0,100.00%,,,527.94562,,4832,,549.52874,272,1,484.886,97
105610634,https://yokatlas.yok.gov.tr/lisans.php?y=105610634,ÝSTANBUL ÜNÝVERSÝTESÝ,Ýstanbul Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105610634,(6 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,287,287,287,287,5090,4030,3035,2810,527.14889,526.92353,484.60119,530.08649,287,287,287,287,Ýstanbul Týp Fakültesi,Sayýsal,Ücretsiz,280,7,287,280,7,287,0,100.00%,,,527.14889,,5090,,540.28749,1.432,1,484.645,96.9
103410457,https://yokatlas.yok.gov.tr/lisans.php?y=103410457,EGE ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103410457,(6 Yýllýk),ÝZMÝR,Devlet,Ücretsiz,Örgün,Doldu#,318,318,318,318,5303,5159,4218,3870,526.52672,523.79669,476.85106,525.87804,318,318,318,318,Týp Fakültesi,Sayýsal,Ücretsiz,310,8,318,310,8,318,0,100.00%,,,526.52672,,5303,,549.07066,308,3,488.839,97.8
104110836,https://yokatlas.yok.gov.tr/lisans.php?y=104110836,GAZÝ ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104110836,(6 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,308,308,298,298,5568,5949,5101,4550,525.83184,521.76896,472.55575,523.54399,308,308,298,298,Týp Fakültesi,Sayýsal,Ücretsiz,300,8,308,300,8,308,0,100.00%,,,525.83184,,5568,,536.44325,2.272,4,487.124,97.4
104111234,https://yokatlas.yok.gov.tr/lisans.php?y=104111234,GAZÝ ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104111234,(Ýngilizce)(6 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,103,103,103,103,6258,6428,5681,4980,523.89939,520.57073,470.08166,522.22021,103,103,103,103,Týp Fakültesi,Sayýsal,Ücretsiz,100,3,103,100,3,103,0,100.00%,,,523.89939,,6258,,534.92175,2.666,1,487.025,97.4
107210695,https://yokatlas.yok.gov.tr/lisans.php?y=107210695,MARMARA ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107210695,(Ýngilizce)(6 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,216,216,205,205,6420,5476,4547,3980,523.52127,523.03541,475.14679,525.55429,216,216,205,205,Týp Fakültesi,Sayýsal,Ücretsiz,210,6,216,210,6,216,0,100.00%,,,523.52127,,6420,,548.3348,362,1,483.315,96.7
206110026,https://yokatlas.yok.gov.tr/lisans.php?y=206110026,YEDÝTEPE ÜNÝVERSÝTESÝ,Diþ Hekimliði Fakültesi,Diþ Hekimliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206110026,(Ýngilizce)(Burslu)(5 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,11,9,10,10,6542,5121,5064,5880,523.2297,523.86661,472.73606,519.52985,11,9,10,10,Diþ Hekimliði Fakültesi,Sayýsal,Burslu,9,,11,9,,11,0,100.00%,,,523.2297,,6542,,537.41791,2.046,1,471.773,94.4
202110753,https://yokatlas.yok.gov.tr/lisans.php?y=202110753,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Endüstri Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202110753,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ANKARA,Vakýf,%50 Ýndirimli,Örgün,Doldu#,35,35,35,35,6885,7269,10088,11600,522.45896,518.73936,455.01996,507.00086,35,35,35,35,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,35,,35,35,,35,0,100.00%,,,522.45896,,6885,,538.52029,1.812,1,485.697,97.1
103110557,https://yokatlas.yok.gov.tr/lisans.php?y=103110557,DOKUZ EYLÜL ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103110557,(6 Yýllýk),ÝZMÝR,Devlet,Ücretsiz,Örgün,Doldu#,277,277,267,267,7276,7173,5943,5280,521.5847,518.95534,468.92471,521.34481,277,277,267,267,Týp Fakültesi,Sayýsal,Ücretsiz,270,7,277,270,7,277,0,100.00%,,,521.5847,,7276,,535.48439,2.524,1,483.266,96.7
110010174,https://yokatlas.yok.gov.tr/lisans.php?y=110010174,ANKARA YILDIRIM BEYAZIT ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110010174,(6 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,195,185,175,175,8012,8780,7589,6550,519.80926,515.36476,462.73207,517.77414,195,185,175,175,Týp Fakültesi,Sayýsal,Ücretsiz,190,5,195,190,5,195,0,100.00%,,,519.80926,,8012,,530.73457,3.877,1,485.333,97.1
102210153,https://yokatlas.yok.gov.tr/lisans.php?y=102210153,BOÐAZÝÇÝ ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Matematik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102210153,(Ýngilizce)(4 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,64,67,67,62,8302,7549,9765,12400,519.13568,518.07311,455.88791,505.45742,64,67,67,62,Fen-Edebiyat Fakültesi,Sayýsal,Ücretsiz,60,2,64,60,2,64,0,100.00%,,,519.13568,,8302,,535.63998,2.474,2,470.946,94.2
105810068,https://yokatlas.yok.gov.tr/lisans.php?y=105810068,ÝZMÝR YÜKSEK TEKNOLOJÝ ENSTÝTÜSÜ,Mühendislik Fakültesi,Bilgisayar Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105810068,(Ýngilizce)(4 Yýllýk),ÝZMÝR,Devlet,Ücretsiz,Örgün,Doldu#,93,93,93,82,8381,9617,15294,18300,518.96186,513.66426,442.56522,495.96781,93,93,93,82,Mühendislik Fakültesi,Sayýsal,Ücretsiz,90,3,93,90,3,93,0,100.00%,,,518.96186,,8381,,535.20687,2.591,1,482.405,96.5
111010083,https://yokatlas.yok.gov.tr/lisans.php?y=111010083,SAÐLIK BÝLÝMLERÝ ÜNÝVERSÝTESÝ,Hamidiye Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=111010083,(6 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,88,88,88,88,8437,8079,6474,5730,518.82237,516.86318,466.89405,519.9329,88,88,88,88,Hamidiye Týp Fakültesi,Sayýsal,Ücretsiz,85,3,88,85,3,88,0,100.00%,,,518.82237,,8437,,529.78814,4.175,2,477.724,95.5
100710278,https://yokatlas.yok.gov.tr/lisans.php?y=100710278,AKDENÝZ ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100710278,(6 Yýllýk),ANTALYA,Devlet,Ücretsiz,Örgün,Doldu#,308,308,287,287,8458,8295,6499,5980,518.77759,516.32898,466.79418,519.28818,308,308,287,287,Týp Fakültesi,Sayýsal,Ücretsiz,300,8,308,300,8,308,0,100.00%,,,518.77759,,8458,,538.72817,1.767,3,484.377,96.9
111010223,https://yokatlas.yok.gov.tr/lisans.php?y=111010223,SAÐLIK BÝLÝMLERÝ ÜNÝVERSÝTESÝ,Gülhane Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=111010223,(Ankara)(6 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,154,154,154,154,9220,10291,8531,8010,517.19126,512.32947,459.68584,514.25519,154,154,154,154,Gülhane Týp Fakültesi,Sayýsal,Ücretsiz,150,4,154,150,4,154,0,100.00%,,,517.19126,,9220,,525.67839,5.621,1,484.453,96.9
109710366,https://yokatlas.yok.gov.tr/lisans.php?y=109710366,BURSA ULUDAÐ ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=109710366,(6 Yýllýk),BURSA,Devlet,Ücretsiz,Örgün,Doldu#,236,236,236,246,10339,10541,8401,7590,514.75381,511.85057,460.10847,515.17992,236,236,236,246,Týp Fakültesi,Sayýsal,Ücretsiz,230,6,236,230,6,236,0,100.00%,,,514.75381,,10339,,535.25572,2.58,1,481.561,96.3
108210365,https://yokatlas.yok.gov.tr/lisans.php?y=108210365,ONDOKUZ MAYIS ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108210365,(6 Yýllýk),SAMSUN,Devlet,Ücretsiz,Örgün,Doldu#,164,164,164,175,11149,11774,10307,9550,513.10584,509.51172,454.33111,510.94892,164,164,164,175,Týp Fakültesi,Sayýsal,Ücretsiz,160,4,164,160,4,164,0,100.00%,,,513.10584,,11149,,543.16261,960,2,483.546,96.7
111091397,https://yokatlas.yok.gov.tr/lisans.php?y=111091397,SAÐLIK BÝLÝMLERÝ ÜNÝVERSÝTESÝ,Ýzmir Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=111091397,(6 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,62,62,62,62,11853,12103,10466,10500,511.6842,508.91967,453.92302,508.9651,62,62,62,62,Ýzmir Týp Fakültesi,Sayýsal,Ücretsiz,60,2,62,60,2,62,0,100.00%,,,511.6842,,11853,,523.98766,6.221,2,478.499,95.7
105410063,https://yokatlas.yok.gov.tr/lisans.php?y=105410063,ÝSTANBUL MEDENÝYET ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105410063,(6 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,185,185,175,164,11876,10788,8512,7270,511.63515,511.40545,459.74713,515.99207,185,185,175,164,Týp Fakültesi,Sayýsal,Ücretsiz,180,5,185,180,5,185,0,100.00%,,,511.63515,,11876,,523.70662,6.345,4,475.563,95.1
202111072,https://yokatlas.yok.gov.tr/lisans.php?y=202111072,ÝHSAN DOÐRAMACI BÝLKENT ÜNÝVERSÝTESÝ,Güzel Sanatlar Tasarým ve Mimarlýk Fakültesi,Mimarlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202111072,(Ýngilizce)(Burslu)(4 Yýllýk),ANKARA,Vakýf,Burslu,Örgün,Doldu#,11,10,10,10,12057,13251,16523,10500,511.28368,506.90443,440.03784,508.90629,11,10,10,10,Güzel Sanatlar Tasarým ve Mimarlýk Fakültesi,Sayýsal,Burslu,9,,11,9,,11,0,100.00%,,,511.28368,,12057,,527.52832,4.954,1,486.751,97.4
105710015,https://yokatlas.yok.gov.tr/lisans.php?y=105710015,ÝZMÝR KATÝP ÇELEBÝ ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105710015,(6 Yýllýk),ÝZMÝR,Devlet,Ücretsiz,Örgün,Doldu#,205,205,195,195,12324,12050,9787,8890,510.76903,509.02443,455.83382,512.28425,205,205,195,195,Týp Fakültesi,Sayýsal,Ücretsiz,200,5,205,200,5,205,0,100.00%,,,510.76903,,12324,,521.47481,7.319,2,481.753,96.4
108910719,https://yokatlas.yok.gov.tr/lisans.php?y=108910719,SELÇUK ÜNÝVERSÝTESÝ,Týp Fakültesi,Týp,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108910719,(6 Yýllýk),KONYA,Devlet,Ücretsiz,Örgün,Doldu#,226,226,205,205,13616,14222,11729,10900,508.43945,505.22707,450.58857,508.13909,226,226,205,205,Týp Fakültesi,Sayýsal,Ücretsiz,220,6,226,220,6,226,0,100.00%,,,508.43945,,13616,,546.72977,497,1,482.802,96.6
